distance,weather,stealth,engine_heat,noise,radar,infrared,acoustic,target
60.0,Rain,0.523,0.315,0.389,0.01,0.04,0.02,0
55.3,Rain,0.585,0.41,0.431,0.0,0.0,0.0,0
12.8,Clear,0.502,0.381,0.381,0.19,0.13,0.0,0
71.9,Rain,0.63,0.41,0.345,0.0,0.0,0.02,0
43.7,Clear,0.214,0.468,0.24,0.13,0.05,0.01,0
60.8,Clear,0.13,0.77,0.756,0.42,0.05,0.0,0
88.5,Fog,0.231,0.347,0.696,0.06,0.0,0.02,0
73.9,Fog,0.75,0.288,0.43,0.0,0.01,0.0,0
49.9,Clear,0.742,0.543,0.678,0.01,0.06,0.0,0
34.1,Rain,0.079,0.812,0.773,0.17,0.0,0.04,0
54.2,Fog,0.681,0.256,0.398,0.02,0.0,0.06,0
22.1,Rain,0.607,0.309,0.448,0.02,0.04,0.06,0
9.7,Clear,0.946,0.34,0.583,0.0,0.16,0.01,0
61.3,Rain,0.194,0.649,0.865,0.0,0.05,0.04,0
76.5,Rain,0.035,0.796,0.774,0.0,0.0,0.04,0
15.2,Clear,0.297,0.472,0.348,1.0,0.19,0.0,1
56.3,Fog,0.624,0.459,0.404,0.06,0.0,0.0,0
15.5,Fog,0.259,0.182,0.375,0.88,0.02,0.09,0
29.1,Clear,0.748,0.371,0.35,0.05,0.03,0.0,0
62.8,Rain,0.986,0.093,0.0,0.04,0.0,0.0,0
62.4,Rain,0.682,0.466,0.342,0.02,0.06,0.04,0
30.3,Clear,0.657,0.373,0.421,0.03,0.03,0.0,0
86.9,Clear,0.653,0.431,0.563,0.07,0.01,0.01,0
50.1,Rain,0.427,0.7,0.362,0.04,0.0,0.0,0
33.6,Clear,0.184,0.664,0.861,0.56,0.05,0.05,0
59.0,Rain,0.938,0.075,0.048,0.0,0.01,0.05,0
54.4,Rain,0.081,0.88,0.817,0.04,0.01,0.0,0
94.7,Clear,0.397,0.298,0.474,0.0,0.05,0.0,0
65.2,Fog,0.449,0.355,0.573,0.0,0.0,0.04,0
57.8,Fog,0.949,0.068,0.0,0.05,0.0,0.0,0
36.3,Clear,0.099,0.672,0.796,0.28,0.09,0.01,0
74.3,Clear,0.682,0.46,0.637,0.0,0.06,0.03,0
59.3,Clear,0.626,0.326,0.327,0.05,0.01,0.0,0
89.0,Clear,0.28,0.381,0.228,0.03,0.0,0.0,0
44.3,Rain,0.659,0.405,0.357,0.09,0.02,0.0,0
82.2,Rain,0.94,0.29,0.629,0.0,0.0,0.01,0
32.0,Fog,0.923,0.079,0.0,0.01,0.04,0.0,0
14.1,Clear,0.014,0.878,0.794,0.99,0.48,0.0,1
10.2,Clear,0.176,0.707,0.816,0.94,0.47,0.03,1
20.1,Fog,0.04,0.684,0.881,0.99,0.19,0.0,1
44.3,Clear,0.692,0.372,0.41,0.02,0.03,0.0,0
78.0,Fog,0.009,0.803,0.868,0.1,0.02,0.0,0
65.4,Fog,0.673,0.641,0.661,0.0,0.02,0.03,0
58.3,Rain,0.621,0.477,0.583,0.0,0.01,0.0,0
8.1,Rain,0.632,0.554,0.628,0.23,0.21,0.0,0
70.9,Rain,0.953,0.314,0.56,0.0,0.0,0.01,0
84.0,Clear,0.104,0.719,0.823,0.05,0.0,0.0,0
73.5,Clear,0.001,0.821,0.782,0.37,0.02,0.06,0
88.1,Clear,0.914,0.226,0.541,0.0,0.0,0.0,0
13.0,Fog,0.666,0.317,0.38,0.42,0.03,0.0,0
50.3,Fog,0.236,0.637,0.908,0.35,0.01,0.0,0
84.9,Fog,0.961,0.289,0.601,0.05,0.03,0.0,0
59.3,Fog,0.017,0.67,0.851,0.3,0.0,0.01,0
66.0,Fog,0.017,0.909,0.786,0.37,0.03,0.0,0
64.0,Rain,0.031,0.837,0.893,0.0,0.0,0.0,0
70.5,Fog,0.934,0.071,0.0,0.0,0.0,0.0,0
71.1,Fog,0.16,0.793,0.857,0.05,0.0,0.0,0
25.1,Fog,0.616,0.246,0.376,0.19,0.01,0.0,0
33.7,Fog,0.506,0.349,0.333,0.04,0.02,0.01,0
44.6,Clear,0.539,0.341,0.339,0.05,0.0,0.0,0
15.0,Clear,0.602,0.593,0.576,0.03,0.21,0.0,0
93.0,Clear,0.517,0.128,0.196,0.05,0.03,0.0,0
58.5,Clear,0.887,0.357,0.616,0.0,0.1,0.0,0
13.1,Rain,0.614,0.315,0.339,0.02,0.05,0.0,0
33.1,Fog,0.741,0.592,0.631,0.01,0.11,0.0,0
85.5,Rain,0.075,0.712,0.858,0.02,0.0,0.07,0
72.8,Fog,0.216,0.26,0.449,0.1,0.03,0.0,0
52.1,Fog,0.639,0.63,0.47,0.05,0.01,0.06,0
38.5,Clear,0.957,0.072,0.0,0.0,0.07,0.0,0
37.9,Rain,0.185,0.716,0.85,0.08,0.03,0.01,0
36.1,Fog,0.505,0.418,0.179,0.03,0.02,0.0,0
91.4,Fog,0.569,0.312,0.345,0.03,0.04,0.01,0
64.6,Fog,0.503,0.316,0.405,0.0,0.02,0.0,0
20.8,Clear,0.979,0.076,0.0,0.01,0.0,0.0,0
77.8,Clear,0.962,0.068,0.0,0.0,0.02,0.0,0
6.4,Fog,0.972,0.059,0.0,0.05,0.0,0.02,0
62.6,Rain,0.606,0.408,0.457,0.01,0.0,0.0,0
69.9,Clear,0.937,0.08,0.0,0.02,0.02,0.07,0
30.2,Clear,0.516,0.459,0.327,0.17,0.08,0.0,0
22.2,Rain,0.975,0.265,0.578,0.0,0.0,0.0,0
68.6,Rain,0.162,0.592,0.882,0.04,0.03,0.05,0
33.4,Rain,0.978,0.081,0.035,0.07,0.0,0.02,0
78.3,Clear,0.798,0.503,0.578,0.01,0.01,0.0,0
75.8,Fog,0.004,0.927,0.805,0.27,0.08,0.03,0
32.9,Clear,0.075,0.839,0.868,0.58,0.07,0.0,0
9.7,Clear,0.577,0.447,0.526,0.74,0.4,0.0,1
11.7,Clear,0.747,0.333,0.436,0.04,0.08,0.0,0
20.0,Clear,0.0,0.793,0.785,1.0,0.22,0.01,1
56.5,Clear,0.722,0.383,0.593,0.0,0.0,0.05,0
13.6,Fog,0.705,0.401,0.549,0.65,0.05,0.0,0
23.3,Clear,0.989,0.09,0.025,0.0,0.0,0.0,0
24.4,Rain,0.521,0.462,0.445,0.0,0.0,0.0,0
65.2,Clear,0.926,0.082,0.0,0.06,0.0,0.0,0
41.4,Rain,0.693,0.32,0.371,0.02,0.04,0.03,0
8.2,Fog,0.076,0.727,0.772,0.84,0.77,0.05,1
80.7,Rain,0.694,0.409,0.353,0.0,0.0,0.0,0
20.9,Fog,0.65,0.242,0.409,0.0,0.03,0.01,0
24.4,Fog,0.335,0.367,0.663,0.63,0.0,0.0,0
68.4,Fog,0.615,0.461,0.399,0.0,0.05,0.0,0
42.9,Clear,0.731,0.689,0.558,0.01,0.02,0.06,0
66.0,Rain,0.118,0.658,0.809,0.0,0.01,0.0,0
32.9,Rain,0.932,0.251,0.562,0.03,0.05,0.0,0
32.0,Clear,0.588,0.316,0.425,0.16,0.02,0.0,0
19.0,Fog,0.072,0.701,0.805,0.89,0.16,0.04,1
20.4,Clear,0.714,0.369,0.306,0.04,0.06,0.03,0
25.7,Rain,0.727,0.319,0.432,0.0,0.02,0.0,0
78.7,Fog,0.765,0.584,0.691,0.0,0.0,0.03,0
69.4,Rain,0.582,0.421,0.43,0.0,0.11,0.02,0
59.3,Clear,0.562,0.304,0.429,0.0,0.0,0.03,0
31.1,Fog,0.511,0.32,0.393,0.01,0.04,0.0,0
42.4,Rain,0.585,0.363,0.409,0.0,0.02,0.04,0
53.2,Fog,0.488,0.41,0.59,0.08,0.03,0.02,0
11.6,Clear,0.233,0.557,0.641,0.98,0.47,0.01,1
29.8,Rain,0.207,0.352,0.393,0.0,0.0,0.0,0
39.2,Fog,0.051,0.894,0.774,0.24,0.18,0.05,0
75.0,Fog,0.647,0.121,0.301,0.01,0.0,0.0,0
29.9,Clear,0.058,0.819,0.885,0.9,0.19,0.05,1
9.2,Fog,0.544,0.291,0.321,0.35,0.14,0.0,0
51.5,Rain,0.8,0.396,0.129,0.0,0.03,0.01,0
57.3,Fog,0.988,0.044,0.0,0.03,0.0,0.0,0
6.7,Rain,0.105,0.686,0.867,1.0,0.49,0.0,1
19.6,Clear,0.709,0.311,0.67,0.42,0.07,0.04,0
5.2,Fog,0.949,0.301,0.558,0.01,0.28,0.04,0
37.7,Clear,0.01,0.895,0.79,0.97,0.12,0.01,1
90.5,Clear,0.791,0.241,0.64,0.02,0.0,0.04,0
62.7,Clear,0.976,0.194,0.599,0.0,0.0,0.05,0
32.4,Clear,0.054,0.735,0.751,0.79,0.21,0.0,0
52.2,Clear,0.581,0.374,0.328,0.02,0.0,0.0,0
23.4,Clear,0.057,0.781,0.767,0.93,0.2,0.01,1
82.7,Clear,0.308,0.272,0.355,0.21,0.02,0.02,0
70.5,Fog,0.71,0.435,0.366,0.03,0.0,0.06,0
29.5,Fog,0.172,0.729,0.867,0.1,0.19,0.0,0
60.2,Fog,0.871,0.252,0.55,0.01,0.0,0.0,0
28.6,Rain,0.185,0.637,0.881,0.0,0.0,0.0,0
87.2,Fog,0.639,0.326,0.372,0.0,0.04,0.0,0
79.3,Fog,0.503,0.612,0.553,0.07,0.03,0.0,0
9.8,Clear,0.072,0.769,0.815,0.81,0.67,0.0,1
32.3,Fog,0.069,0.809,0.772,0.8,0.01,0.0,0
67.5,Fog,0.742,0.38,0.417,0.0,0.0,0.02,0
13.2,Rain,0.967,0.059,0.0,0.0,0.05,0.05,0
88.7,Clear,0.163,0.639,0.876,0.06,0.06,0.05,0
91.7,Fog,0.718,0.144,0.42,0.0,0.03,0.02,0
17.9,Rain,0.634,0.541,0.693,0.04,0.1,0.0,0
11.2,Rain,0.052,0.56,0.863,0.92,0.21,0.01,1
62.5,Rain,0.565,0.292,0.322,0.0,0.0,0.07,0
48.5,Clear,0.695,0.295,0.364,0.01,0.0,0.0,0
8.8,Clear,0.145,0.79,0.756,0.93,0.66,0.09,1
54.5,Fog,0.19,0.628,0.887,0.09,0.05,0.04,0
32.7,Clear,0.96,0.057,0.048,0.0,0.04,0.0,0
82.9,Clear,0.61,0.235,0.317,0.05,0.0,0.03,0
29.2,Fog,0.69,0.347,0.425,0.05,0.0,0.0,0
23.3,Fog,0.161,0.766,0.784,0.3,0.24,0.0,0
31.1,Rain,0.721,0.405,0.36,0.0,0.03,0.02,0
35.4,Clear,0.534,0.316,0.383,0.08,0.05,0.0,0
83.2,Fog,0.071,0.875,0.772,0.48,0.0,0.0,0
25.8,Clear,0.679,0.349,0.387,0.0,0.01,0.07,0
69.5,Clear,0.752,0.556,0.647,0.0,0.02,0.0,0
9.9,Clear,0.741,0.312,0.484,0.13,0.21,0.06,0
61.7,Fog,0.273,0.566,0.29,0.08,0.0,0.01,0
18.8,Fog,0.091,0.835,0.852,0.88,0.34,0.04,1
52.3,Fog,0.732,0.343,0.332,0.0,0.0,0.0,0
22.1,Clear,0.052,0.752,0.776,0.95,0.28,0.07,1
14.3,Fog,0.514,0.276,0.431,0.32,0.09,0.06,0
44.1,Fog,0.438,0.487,0.171,0.36,0.0,0.0,0
35.8,Clear,0.213,0.29,0.445,0.56,0.02,0.05,0
73.1,Fog,0.089,0.779,0.825,0.05,0.05,0.04,0
75.0,Rain,0.064,0.74,0.793,0.0,0.01,0.0,0
72.7,Fog,0.008,0.837,0.813,0.02,0.01,0.05,0
47.9,Rain,0.716,0.445,0.308,0.0,0.0,0.02,0
43.6,Fog,0.592,0.302,0.436,0.06,0.0,0.01,0
62.4,Clear,0.732,0.487,0.238,0.05,0.04,0.0,0
82.4,Rain,0.713,0.358,0.346,0.0,0.02,0.07,0
58.8,Rain,0.929,0.075,0.0,0.04,0.0,0.0,0
42.5,Clear,0.07,0.757,0.804,0.95,0.09,0.03,1
83.4,Rain,0.211,0.78,0.927,0.0,0.0,0.01,0
34.8,Rain,0.538,0.365,0.309,0.0,0.0,0.01,0
86.3,Clear,0.084,0.819,0.792,0.54,0.0,0.0,0
14.1,Clear,0.904,0.27,0.56,0.0,0.01,0.0,0
71.8,Rain,0.927,0.225,0.55,0.05,0.01,0.0,0
75.7,Clear,0.522,0.418,0.432,0.0,0.0,0.03,0
93.4,Rain,0.954,0.236,0.542,0.0,0.0,0.03,0
